0.01,4,32,51.42205047607422,3.0057140385563876,16.307999849319458,478463314.0
0.01,4,384,79.7694320678711,1.4916245972960953,13.701891899108887,383300593.0
0.1,4,64,48.60707473754883,3.4444371117673733,15.077836036682129,428657045.0
0.001,4,96,91.27778625488281,0.5995336128859127,14.702389240264893,415219762.0
0.01,4,32,54.13100051879883,2.8276284829597595,16.227954864501953,466948634.0
0.1,4,32,56.162479400634766,2.747484450877912,15.961073160171509,458977279.0
0.1,4,512,50.795291900634766,3.684200459903144,13.50933027267456,375211441.0
0.001,4,32,70.10372161865234,1.8477905703119717,16.327635765075684,473024302.0
0.001,4,384,97.3161849975586,0.19711048892987734,13.77777910232544,382288267.0
0.001,4,192,95.82896423339844,0.29919284114965994,14.077085494995117,395714624.0
0.01,4,128,45.35710144042969,3.8623644970482407,14.153557538986206,395212856.0
0.001,4,128,94.0383529663086,0.4222322798639392,14.259013652801514,397916462.0
0.001,4,512,98.26139831542969,0.129062523898709,13.710658073425293,378283517.0
0.1,4,192,53.87662887573242,3.3159552681385667,14.060699462890625,397959675.0
0.001,4,256,96.59725189208984,0.24790337532329168,13.885457277297974,389089702.0
0.1,4,96,52.97135543823242,3.226410117256194,14.727131843566895,414139687.0
0.01,4,64,53.48801040649414,3.124934208892872,14.890349864959717,421159872.0
0.1,4,128,41.40837097167969,4.150630229200572,14.264057159423828,397649861.0
0.001,4,64,86.84403228759766,0.8787375701242659,15.127696752548218,432732840.0
0.1,4,384,44.57808303833008,4.132300826245537,13.551818609237671,377067150.0
0.01,4,256,56.949615478515625,3.1457668940083297,13.835566997528076,387217941.0
0.001,4,1024,100.33789825439453,0.02540429862311644,13.460173845291138,374073261.0
0.1,13,128,55.808197021484375,2.541785076281449,17.392811059951782,528749867.0
0.01,13,128,38.53379821777344,3.444321866165388,17.852464199066162,544503001.0
0.1,13,384,46.15262222290039,3.249304474563043,16.57837963104248,505804369.0
0.01,13,64,39.16706085205078,3.1335997133836204,19.56400179862976,602244980.0
0.1,13,64,45.94557189941406,2.7448066330167395,19.84595251083374,617558904.0
0.1,13,512,42.94139099121094,3.496082381866014,16.32742953300476,501006103.0
0.01,50,128,41.43663787841797,1.5694518507695299,37.32575058937073,1341374801.0
0.1,50,512,55.01020050048828,1.4859802601807572,30.286684274673462,1106235388.0
0.1,13,768,44.13923263549805,3.154549697017359,17.86456298828125,565252337.0
0.01,13,512,34.395328521728516,3.416077988584765,19.35527205467224,605584570.0
0.01,13,1024,70.87259674072266,1.5443715107377645,18.867759704589844,589115863.0
0.01,13,768,43.75984191894531,2.9309612982870585,19.35886025428772,602923444.0
0.01,13,192,36.321075439453125,3.102714375882157,20.530711889266968,640671150.0
0.1,13,1024,53.54536056518555,2.6567697246337514,17.49284052848816,555007979.0
0.001,13,768,96.29344940185547,0.1931964800273396,19.19271993637085,596928160.0
0.1,13,256,58.776611328125,2.186919145888005,18.85670280456543,593738409.0
0.01,50,512,42.02045822143555,1.8339137505932053,31.625782012939453,1141489510.0
0.01,50,192,35.09599304199219,1.8332875124485457,35.41313672065735,1265156551.0
