0.1,4,32,57.76025390625,4.550850298639513,9.37816572189331,256542190.0
0.1,4,768,91.5604248046875,1.0757453148227365,7.851212978363037,211172921.0
0.1,4,128,57.45957946777344,5.242588916228034,8.216545820236206,222392253.0
0.001,4,128,95.74131774902344,0.519340241468594,8.309165477752686,225390476.0
0.001,4,96,92.00955200195312,0.955358557973442,8.475773572921753,228843470.0
0.001,4,1024,100.47288513183594,0.060893245889717264,7.8927459716796875,211726447.0
0.001,4,192,97.91539764404297,0.2573350269919858,8.200382232666016,224113013.0
0.1,4,1024,57.25141906738281,5.498567999983072,7.780315160751343,210052746.0
0.1,4,512,75.87512969970703,3.077407252796435,7.8454461097717285,211428108.0
0.001,4,384,100.12202453613281,0.015349570353706996,8.075915813446045,216391780.0
0.01,4,32,58.447601318359375,4.620049836081288,9.000004529953003,248635716.0
0.01,4,96,53.4395866394043,5.535078002843548,8.417722702026367,228270839.0
0.01,4,768,89.00272369384766,1.405024920761221,7.917635202407837,210777476.0
0.001,4,64,87.96793365478516,1.3989580057379125,8.693275451660156,235998358.0
0.01,4,64,57.02928924560547,5.08633408666478,8.45401930809021,228891992.0
0.001,4,256,98.29753875732422,0.21335631877286054,8.063334465026855,218025565.0
0.001,4,768,100.767578125,0.09796807867593914,7.983680486679077,213840822.0
0.1,4,384,51.22952651977539,6.1963375492589865,7.975819110870361,213743106.0
0.01,4,1024,93.87708282470703,0.7828154870770275,7.925693511962891,210247875.0
0.1,4,256,54.90768051147461,5.698592725740021,8.017481088638306,215352721.0
0.1,4,96,61.61379623413086,4.613427276388761,8.326601028442383,225804476.0
0.1,4,192,58.17782211303711,5.21804555965603,8.020991802215576,215521848.0
0.01,13,96,55.22202682495117,4.358202122540633,10.281158685684204,290039175.0
0.1,13,1024,58.59050750732422,4.612495804685379,8.984402418136597,251703762.0
0.01,13,64,50.55366897583008,4.642726129609892,10.656806230545044,304941541.0
0.1,13,384,57.43035888671875,4.537089502703018,9.38953447341919,264329097.0
0.1,13,512,56.56159973144531,4.724670548789509,9.200759887695312,258101451.0
0.1,13,192,59.39765167236328,4.239508890034869,9.584050416946411,271064431.0
0.01,50,96,37.270469665527344,2.919641241073059,21.49547791481018,672718065.0
0.01,50,64,37.01011276245117,2.698977180825369,23.34856867790222,728286160.0
0.001,13,512,91.90863037109375,0.7206892659004891,11.372840642929077,323884058.0
0.1,13,32,60.21928024291992,2.8118793353457905,14.154680728912354,416909577.0
0.01,13,512,41.38750457763672,5.226196999052587,11.222831726074219,319072669.0
0.001,13,32,50.171756744384766,3.387515698851503,14.71660041809082,431483575.0
0.1,13,64,62.14496994018555,2.9647272243011296,12.775734424591064,373409994.0
0.01,13,256,40.943702697753906,5.355518651902361,11.034712076187134,319861120.0
0.01,13,128,43.32759475708008,4.984119072870002,11.377859592437744,330914008.0
0.01,13,384,48.66883850097656,4.630021713512685,11.093879461288452,319130774.0
0.001,50,32,42.84659957885742,2.0489652803259037,27.90410304069519,884832086.0
0.01,50,256,37.11603927612305,3.4006487283999434,18.502387046813965,587373863.0
0.01,50,192,36.32099151611328,2.6702487381536004,23.859874963760376,759091136.0
